"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"5920","3700000030","山东省农业农村厅","http://nync.shandong.gov.cn/","山东省农业农村厅","正常"
"5921","3700000031","山东商务网","http://commerce.shandong.gov.cn/","山东省商务厅","正常"
"5922","3700000034","山东省卫生健康委员会","http://wsjkw.shandong.gov.cn/","山东省卫生健康委规划信息处（建设管理）和山东卫生健康委医管中心（运维管理）","正常"
"5923","3700000035","山东省审计厅","http://audit.shandong.gov.cn/","山东省审计厅","正常"
"5924","3700000036","山东省生态环境厅网站","http://sthj.shandong.gov.cn/","山东省生态环境厅","正常"
"5925","3700000039","山东省广播电视局","http://gd.shandong.gov.cn","山东省广播电视局","正常"
"5926","3700000041","山东省应急管理厅","http://yjt.shandong.gov.cn","山东省应急管理厅","正常"
"5927","3700000043","山东省机关事务管理局","http://jgswj.shandong.gov.cn","山东省机关事务管理局","正常"
"5928","3700000046","山东省国防动员办公室","http://rfb.shandong.gov.cn/","综合处（人事处）","正常"
"5929","3700000048","山东省地方金融监督管理局","http://dfjrjgj.shandong.gov.cn/","山东省地方金融监督管理局","正常"
"5930","3700000049","山东省粮食和物资储备局","http://lscb.shandong.gov.cn/","山东省粮食和物资储备局","正常"
"5931","3700000050","山东省畜牧兽医局","http://xm.shandong.gov.cn","山东省畜牧兽医局","正常"
"5932","3700000053","山东省供销合作社联合社","http://coop.shandong.gov.cn/","山东省供销合作社联合社","正常"
"5933","3700000054","山东省煤田地质局","http://mtdzj.shandong.gov.cn/","山东省煤田地质局","正常"
"5934","3700000062","山东省公安厅","http://gat.shandong.gov.cn/","山东省公安厅","正常"
"5935","3700000066","山东省自然资源厅","http://dnr.shandong.gov.cn/","山东省自然资源厅","正常"
"5936","3700000067","山东省消防救援总队","http://sd.119.gov.cn","山东省消防救援总队","正常"
"5937","3700000071","山东省人民政府","http://www.shandong.gov.cn","山东省人民政府办公厅","正常"
"5938","3700000076","山东省体育局","http://ty.shandong.gov.cn ","山东省体育局","正常"
"5939","3700000079","山东省人民政府国有资产监督管理委员会","http://gzw.shandong.gov.cn/","山东省人民政府国有资产监督管理委员会","正常"
"5940","3700000093","山东省公共资源交易中心","http://ggzyjy.shandong.gov.cn/,http://ggzyjyzx.shandong.gov.cn/","山东省人民政府办公厅","正常"
"5941","3700000095","山东省能源局官方网站","http://nyj.shandong.gov.cn/","山东省人民政府办公厅","正常"
"5942","3700000096","山东省信访局门户网站","http://xfj.shandong.gov.cn/","山东省信访局","正常"
"5943","3700000097","山东省大数据局","http://bdb.shandong.gov.cn/","山东省人民政府办公厅","正常"
"5944","3700000099","山东省监狱管理局","http://jyj.shandong.gov.cn/","山东省人民政府办公厅","正常"
"5945","3700000100","山东省医疗保障局","http://ybj.shandong.gov.cn//index.html","山东省人民政府办公厅","正常"
"5946","3700000101","山东省退役军人事务厅","http://dva.shandong.gov.cn","山东省人民政府办公厅","正常"
"5947","3700000102","信用中国（山东）","https://credit.shandong.gov.cn","山东省发展和改革委员会","正常"
"5948","3700000103","齐鲁普法网","http://qlpf.shandong.gov.cn/","山东省司法厅","正常"
"5949","3700000105","山东法律服务网","http://sd.12348.gov.cn","山东省司法厅","正常"
"5950","3700000106","山东公共数据开放网","http://data.sd.gov.cn/；http://data.shandong.gov.cn/","山东省人民政府办公厅","正常"
"5951","3701000001","济南市人民政府","http://www.jinan.gov.cn","济南市人民政府办公厅","正常"
"5952","3701000002","济南市城乡交通运输局","http://jnjtj.jinan.gov.cn","济南市城乡交通运输局","正常"
"5953","3701000004","济南市人民政府国有资产监督管理委员会","http://jngzw.jinan.gov.cn","济南市人民政府国有资产监督管理委员会","正常"
"5954","3701000005","济南市民政局","http://jnmz.jinan.gov.cn","济南市民政局","正常"
"5955","3701000007","济南市统计局","http://jntj.jinan.gov.cn/","济南市统计局","正常"
"5956","3701000015","济南市工业和信息化局","http://jnjxw.jinan.gov.cn/","济南市工业和信息化局","正常"
"5957","3701000017","济南市政府资金结算中心","http://jnjs.jinan.gov.cn/","济南市政府资金结算中心","正常"
"5958","3701000018","济南金融","http://jnjr.jinan.gov.cn/","济南市金融办","正常"
"5959","3701000023","济南市城市管理局","http://jnzf.jinan.gov.cn/","济南市城市管理局（市城市管理行政执法局）","正常"
"5960","3701000024","济南市商务局","http://jnbusiness.jinan.gov.cn/","济南市商务局","正常"
"5961","3701000025","济南市应急管理局","http://jnsafety.jinan.gov.cn/","济南市应急管理局","正常"
"5962","3701000026","济南市审计局","http://jinanaudit.jinan.gov.cn/","济南市审计局","正常"
"5963","3701000027","济南公安民生警务平台","http://jnga.jinan.gov.cn/","济南市公安局","正常"
"5964","3701000028","济南市人民防空办公室","http://jnrf.jinan.gov.cn/","济南市人民防空办公室","正常"
"5965","3701000029","济南市科技云平台","http://jnsti.jinan.gov.cn","济南市科学技术局","正常"
"5966","3701000033","济南市自然资源和规划局","http://nrp.jinan.gov.cn","济南市自然资源和规划局","正常"
"5967","3701000034","济南市卫生健康委员会网站","http://jnmhc.jinan.gov.cn/","济南市卫生健康委员会","正常"
"5968","3701000037","济南市园林和林业绿化网","http://jnly.jinan.gov.cn/","济南市园林和林业绿化局","正常"
"5969","3701000038","济南市体育局","http://jnstyj.jinan.gov.cn/","济南市体育局","正常"
"5970","3701000041","济南市城乡水务局","http://jnwater.jinan.gov.cn","济南市城乡水务局","正常"
"5971","3701000042","济南市教育局","http://jnedu.jinan.gov.cn/","济南市教育局","正常"
"5972","3701000044","济南住房公积金中心网","http://gjj.jinan.gov.cn/","济南住房公积金中心","正常"
"5973","3701000045","济南市机关事务服务中心","http://jgswfwzx.jinan.gov.cn/","济南市机关事务服务中心","正常"
"5974","3701000046","济南市行政审批服务局（济南市政务服务管理办公室）","http://jnzwfw.jinan.gov.cn/","济南市行政审批服务局（济南市政务服务管理办公室）","正常"
"5975","3701000047","济南仲裁委员会","http://zcb.jinan.gov.cn","济南仲裁委员会办公室","正常"
"5976","3701000050","济南高新技术产业开发区管理委员会","http://innovation.jinan.gov.cn/","济南高新区管委会办公室","正常"
"5977","3701000051","济南财政公众网","http://jncz.jinan.gov.cn/","济南市财政局","正常"
"5978","3701000053","济南市农业局网","http://jnny.jinan.gov.cn","济南市农业局","正常"
"5979","3701000054","济南市地震监测中心","http://jneq.jinan.gov.cn","济南市地震监测中心","正常"
"5980","3701000056","济南市人力资源和社会保障局","http://jnhrss.jinan.gov.cn/","济南市人力资源和社会保障局","正常"
"5981","3701000061","济南市发展和改革委员会","http://jndpc.jinan.gov.cn/","济南市发展和改革委员会","正常"
"5982","3701000064","“法治济南”济南市司法局","http://jnssfj.jinan.gov.cn","济南市司法局","正常"
"5983","3701000067","济南市住房和城乡建设局官网","http://jncc.jinan.gov.cn","济南市住房和城乡建设局","正常"
"5984","3701000070","济南市生态环境局","http://jnepb.jinan.gov.cn/","济南市生态环境局","正常"
"5985","3701000078","济南市口岸和物流办公室","http://kawlb.jinan.gov.cn/","济南市口岸和物流办公室","正常"
"5986","3701000092","信用济南","http://jncredit.jinan.gov.cn","济南市发展和改革委员会","正常"
"5987","3701000094","济南市投资促进局","http://jntzcjj.jinan.gov.cn/","济南市投资促进局","正常"
"5988","3701000098","济南市南部山区管理委员会","http://jnns.jinan.gov.cn/","济南市南部山区管理委员会","正常"
"5989","3701000099","济南市信访局","http://jnxf.jinan.gov.cn/","济南市人民政府办公厅","正常"
"5990","3701000100","济南市大数据局","http://jndsj.jinan.gov.cn","济南市政府办公厅","正常"
"5991","3701000101","济南市莱芜高新技术产业开发区","http://lwgxq.jinan.gov.cn","济南市莱芜高新区管委会","正常"
"5992","3701000102","济南市医疗保障局","http://ybj.jinan.gov.cn/","济南市医疗保障局","正常"
"5993","3701000103","济南市市场监督管理局","http://amr.jinan.gov.cn","济南市人民政府办公厅","正常"
"5994","3701000104","济南市民营经济发展局","http://mf.jinan.gov.cn/","济南市民营经济发展局","正常"
"5995","3701000105","济南市文化旅游局","http://jnwl.jinan.gov.cn/index.html","济南市人民政府办公厅","正常"
"5996","3701000106","济南市退役军人事务局","http://bva.jinan.gov.cn","济南市人民政府办公厅","正常"
"5997","3701000107","济南新旧动能转换先行区","http://jnxxq.jinan.gov.cn/","济南新旧动能转换先行区管理委员会","正常"
"5998","3701000108","济南市公共数据开放网","http://data.jinan.gov.cn/","济南市大数据局","正常"
"5999","3701000109","中国（山东）自由贸易试验区济南片区管委会","http://ftz.jinan.gov.cn/","济南市人民政府办公厅","正常"
"6000","3701020017","济南市历下区人民政府门户网站","http://www.lixia.gov.cn/","山东省济南市历下区人民政府办公室","正常"
"6001","3701030006","济南市市中区政府网","http://www.shizhong.gov.cn","济南市市中区政府办公室","正常"
"6002","3701040001","济南市槐荫区人民政府","http://www.huaiyin.gov.cn","槐荫区人民政府办公室","正常"
"6003","3701050005","济南市天桥区政府网","http://www.tianqiao.gov.cn","济南市天桥区人民政府办公室","正常"
"6004","3701120002","历城区公众信息网","http://www.licheng.gov.cn","历城区政府办公室","正常"
"6005","3701130001","济南市长清区政府网","http://www.jncq.gov.cn","济南市长清区人民政府办公室","正常"
"6006","3701240010","平阴县人民政府门户网站","http://www.pingyin.gov.cn/","平阴县人民政府信息网络中心","正常"
"6007","3701250002","中国.济阳（济阳县人民政府门户网站）","http://www.jiyang.gov.cn","济阳县人民政府","正常"
"6008","3701260013","中国·商河","http://www.shanghe.gov.cn/","商河县人民政府办公室","正常"
"6009","3701810019","章丘政府网","http://www.jnzq.gov.cn","济南市章丘区人民政府办公室","正常"
"6010","3702000001","青岛市城市管理局","http://csglj.qingdao.gov.cn","青岛市城市管理局","正常"
"6011","3702000003","青岛市市场监督管理局","https://amr.qingdao.gov.cn","青岛市市场监督管理局","正常"
"6012","3702000004","青岛市文化和旅游局政务网站","whlyj.qingdao.gov.cn","青岛市文化和旅游局","正常"
"6013","3702000006","青岛市应急管理局","http://ajj.qingdao.gov.cn","青岛市应急管理局","正常"
"6014","3702000007","中国（山东）自由贸易试验区青岛片区 青岛前湾综合保税区","http://qdftz.qingdao.gov.cn","青岛前湾保税港区[中国（山东）自由贸易试验区青岛片区]管委","正常"
"6015","3702000008","青岛市卫生健康委员会","http://wsjkw.qingdao.gov.cn","青岛市卫生健康委员会","正常"
"6016","3702000010","青岛市人民防空办公室","http://qdrf.qingdao.gov.cn","青岛市人民防空办公室","正常"
"6017","3702000011","青岛市交通运输局","http://qdjt.qingdao.gov.cn","青岛市交通运输局","正常"
"6018","3702000015","青岛市海洋发展局","http://ocean.qingdao.gov.cn/n12479801/index.html","青岛市海洋发展局","正常"
"6019","3702000018","青岛市教育局","http://edu.qingdao.gov.cn","青岛市教育局办公室","正常"
"6020","3702000019","青岛市商务局","http://bofcom.qingdao.gov.cn","青岛市商务局","正常"
"6021","3702000020","青岛市司法局","http://qdsf.qingdao.gov.cn/n28356050/index.html","青岛市司法局","正常"
"6022","3702000022","青岛市供销合作社联合社","http://qdcoop.qingdao.gov.cn/n23251197/index.html","青岛市供销合作社联合社","正常"
"6023","3702000023","青岛国资委官网","http://gzw.qingdao.gov.cn","青岛市人民政府国有资产监督管理委员会","正常"
"6024","3702000025","青岛政务网","http://www.qingdao.gov.cn","青岛市政府办公厅","正常"
"6025","3702000026","青岛体育信息网","http://tiyuju.qingdao.gov.cn","青岛市体育局","正常"
"6026","3702000027","青岛统计信息网","http://qdtj.qingdao.gov.cn","青岛市统计局","正常"
"6027","3702000030","青岛市科学技术局","http://qdstc.qingdao.gov.cn/","青岛市科学技术局","正常"
"6028","3702000033","青岛农业信息网","http://nw.qingdao.gov.cn/","青岛市农业委员","正常"
"6029","3702000036","青岛市生态环境局","http://mbee.qingdao.gov.cn","青岛市生态环境局","正常"
"6030","3702000039","青岛市工业和信息化局","http://gxj.qingdao.gov.cn","青岛市工业和信息化局","正常"
"6031","3702000040","青岛市水务管理局","http://swglj.qingdao.gov.cn","青岛市水务管理局","正常"
"6032","3702000041","青岛民政网","http://mz.qingdao.gov.cn","青岛市民政局","正常"
"6033","3702000047","青岛国家高新技术产业开发区","http://gxq.qingdao.gov.cn/","青岛高新区宣传推介事业部","正常"
"6034","3702000049","青岛外事网","http://fao.qingdao.gov.cn","青岛市人民政府外事办公室","正常"
"6035","3702000053","青岛市自然资源和规划局","http://zrzygh.qingdao.gov.cn","青岛市自然资源和规划局","正常"
"6036","3702000054","青岛市财政局","http://qdcz.qingdao.gov.cn","青岛市财政局","正常"
"6037","3702000055","青岛市人力资源和社会保障网","http://hrss.qingdao.gov.cn","青岛市人力资源和社会保障局","正常"
"6038","3702000058","青岛金融","http://jrb.qingdao.gov.cn","青岛市金融工作办公室","正常"
"6039","3702000060","青岛公安网.青岛公安民生警务平台","http://police.qingdao.gov.cn/","青岛市公安局指挥中心","正常"
"6040","3702000062","青岛市发展和改革委员会","http://dpc.qingdao.gov.cn","青岛市发展和改革委员会","正常"
"6041","3702000063","青岛市行政审批服务局","http://qdsxzspfwj.qingdao.gov.cn","青岛市行政审批服务局","正常"
"6042","3702000065","青岛蓝谷管理局","http://qdlg.qingdao.gov.cn/","青岛蓝谷管理局","正常"
"6043","3702000069","青岛审计","http://sj.qingdao.gov.cn","青岛市审计局","正常"
"6044","3702000076","青岛市住房和城乡建设局","http://sjw.qingdao.gov.cn","青岛市住房和城乡建设局","正常"
"6045","3702000079","青岛市园林和林业局 ","http://ly.qingdao.gov.cn/","青岛市园林和林业局","正常"
"6046","3702000082","青岛市政府采购网","http://zfcg.qingdao.gov.cn/","青岛市财政局","正常"
"6047","3702000100","山东政务服务网青岛市","http://qdzwfw.sd.gov.cn/qd/public/index","青岛市市人民政府办公厅","正常"
"6048","3702000101","青岛市医疗保障局","http://ybj.qingdao.gov.cn","青岛市大数据发展管理局","正常"
"6049","3702000102","青岛市退役军人事务局官网","http://bva.qingdao.gov.cn","青岛市人民政府办公厅","正常"
"6050","3702000103","青岛市信访局","http://qdxf.qingdao.gov.cn","青岛市政府办公厅","正常"
"6051","3702000104","青岛市民营经济发展局","http://myj.qingdao.gov.cn","青岛市人民政府办公厅","正常"
"6052","3702000105","青岛市公共数据开放网","http://data.qingdao.gov.cn/","青岛市大数据局","正常"
"6053","3702000106","青岛市大数据发展管理局（青岛市电子政务管理办公室）","http://dsj.qingdao.gov.cn","青岛市人民政府办公厅","正常"
"6054","3702020002","青岛市市南区政务网","http://www.qdsn.gov.cn/n16","青岛市市南区大数据发展管理局","正常"
"6055","3702030003","市北政务网","http://www.qingdaoshibei.gov.cn/","市北区电子政务办公室","正常"
"6056","3702110002","青岛西海岸新区（黄岛区）政务网","http://www.xihaian.gov.cn/","黄岛区人民政府办公室","正常"
"6057","3702110026","青岛经济技术开发区","http://qda.qingdao.gov.cn/","青岛开发区工委管委办公室","正常"
"6058","3702120001","崂山区委区政府","http://www.laoshan.gov.cn/n206250/index.html","崂山区电子政务和大数据管理中心","正常"
"6059","3702130001","李沧区政府门户网站","http://www.qdlc.gov.cn/","李沧区电子政务办公室","正常"
"6060","3702140002","城阳政务网","http://www.chengyang.gov.cn","青岛市城阳区人民政府办公室","正常"
"6061","3702810031","胶州政务网","http://www.jiaozhou.gov.cn","胶州市大数据和智慧城市建设中心","正常"
"6062","3702820003","即墨政务网","http://www.jimo.gov.cn","即墨区政府办公室","正常"
"6063","3702830001","平度政务网","http://www.pingdu.gov.cn","平度市人民政府","正常"
"6064","3702850037","莱西政务网","http://www.laixi.gov.cn","莱西市电子政务和大数据服务中心","正常"
"6065","3703000001","淄博市体育局","http://tyj.zibo.gov.cn/","淄博市体育局","正常"
"6066","3703000002","淄博市民政局","http://mzh.zibo.gov.cn","淄博市民政局","正常"
"6067","3703000007","淄博市自然资源和规划局","http://gtj.zibo.gov.cn/","淄博市自然资源和规划局","正常"
"6068","3703000008","淄博市人民政府","http://www.zibo.gov.cn","淄博市人民政府办公室","正常"
"6069","3703000009","淄博市交通局","http://jt.zibo.gov.cn","淄博市交通运输局","正常"
"6070","3703000010","淄博市市场监督管理局","http://msa.zibo.gov.cn","淄博市市场监督管理局","正常"
"6071","3703000012","淄博市城市管理局","http://cg.zibo.gov.cn/","淄博市城市管理局","正常"
"6072","3703000013","淄博市工业和信息化局","http://eic.zibo.gov.cn","淄博市工业和信息化局","正常"
"6073","3703000014","淄博高新技术产业开发区","http://www.china-zibo.gov.cn","淄博高新技术产业开发区管理委员会","正常"
"6074","3703000015","淄博市文昌湖省级旅游度假区","http://www.sdwenchanghu.gov.cn/","淄博市文昌湖省级旅游度假区党工委宣传部","正常"
"6075","3703000020","淄博市知识产权事业发展中心","http://zscqj.zibo.gov.cn/","淄博市知识产权事业发展中心","正常"
"6076","3703000024","淄博市供销合作社","http://coop.zibo.gov.cn","淄博市供销合作社","正常"
"6077","3703000029","淄博市贸促会","http://ccpit.zibo.gov.cn/","中国国际贸易促进委员会淄博市委员会","正常"
"6078","3703000033","淄博市司法局","http://sfj.zibo.gov.cn/","淄博市司法局","正常"
"6079","3703000034","淄博市发展和改革委员会","http://fgw.zibo.gov.cn/","淄博市发展和改革委员会","正常"
"6080","3703000038","淄博仲裁委员会","http://arb.zibo.gov.cn/","淄博仲裁委员会办公室","正常"
"6081","3703000040","淄博市人民政府外事办公室","http://fao.zibo.gov.cn/","淄博市人民政府外事办公室","正常"
"6082","3703000041","淄博市应急管理局","http://ajj.zibo.gov.cn/","淄博市应急管理局","正常"
"6083","3703000042","淄博市住房和城乡建设局","http://js.zibo.gov.cn","淄博市住房和城乡建设局","正常"
"6084","3703000043","淄博市商务局","http://boftec.zibo.gov.cn/","淄博市商务局","正常"
"6085","3703000044","淄博市卫生健康委员会","http://ws.zibo.gov.cn/","淄博市卫生健康委员会","正常"
"6086","3703000045","淄博市文化和旅游局","http://wh.zibo.gov.cn/","淄博市文化和旅游局","正常"
"6087","3703000046","淄博市审计局","http://audit.zibo.gov.cn","淄博市审计局","正常"
"6088","3703000049","淄博市教育局","http://edu.zibo.gov.cn/","山东省淄博市教育局","正常"
"6089","3703000050","淄博市农业农村局","http://ny.zibo.gov.cn/","淄博市农业农村局","正常"
"6090","3703000051","淄博市卫生健康监督执法局","http://wsjd.zibo.gov.cn/","淄博市卫生健康监督执法局","正常"
"6091","3703000055","淄博市科学技术局","http://sti.zibo.gov.cn/","淄博市科学技术局","正常"
"6092","3703000058","淄博市网上公安网站","http://gaj.zibo.gov.cn","淄博市公安局指挥中心网上公安办公室","正常"
"6093","3703000059","淄博市生态环境局","http://epb.zibo.gov.cn/","淄博市环保宣教中心（信息）","正常"
"6094","3703000060","淄博水利网","http://sl.zibo.gov.cn","淄博市水利局","正常"
"6095","3703000061","淄博市统计局","http://tj.zibo.gov.cn/","淄博市统计局","正常"
"6096","3703000063","淄博市人力资源和社会保障网","http://hrss.zibo.gov.cn/","淄博市劳动保障信息中心","正常"
"6097","3703000064","淄博市公共资源交易网","http://ggzyjy.zibo.gov.cn","淄博市公共资源交易中心","正常"
"6098","3703000066","淄博市投资促进网","http://invest.zibo.gov.cn/","淄博市投资促进局","正常"
"6099","3703000070","淄博市住房公积金网","http://zfgjj.zibo.gov.cn/","淄博市住房公积金管理中心","正常"
"6100","3703000071","淄博市财政局","http://sczj.zibo.gov.cn/","山东省淄博市人民政府办公厅","正常"
"6101","3703000073","淄博市人民防空办公室","http://rf.zibo.gov.cn","淄博市政府办公厅","正常"
"6102","3703000075","淄博市人民政府研究室","http://yjs.zibo.gov.cn/","淄博市人民政府办公室","正常"
"6103","3703000076","淄博市退役军人事务局","http://tyjrswj.zibo.gov.cn","淄博市人民政府办公室","正常"
"6104","3703000077","信用中国（山东淄博）","http://credit.zibo.gov.cn/home/home.html","淄博市人民政府办公室","正常"
"6105","3703000078","淄博市行政审批服务局","http://spj.zibo.gov.cn/","淄博市人民政府办公室","正常"
"6106","3703000079","淄博市医疗保障局","http://ybj.zibo.gov.cn/","淄博市人民政府办公室","正常"
"6107","3703000080","淄博经济开发区","http://www.zbjkq.gov.cn","山东省淄博市经济开发区管理委员会办公室","正常"
"6108","3703000081","淄博市人民政府国有资产监督管理委员会","http://gzw.zibo.gov.cn/","淄博市人民政府办公室","正常"
"6109","3703000082","淄博市机关事务管理局","http://jgswglj.zibo.gov.cn/","淄博市人民政府办公室","正常"
"6110","3703000083","淄博市大数据局","http://dsj.zibo.gov.cn","淄博市人民政府办公室","正常"
"6111","3703020020","淄川区人民政府","http://www.zichuan.gov.cn","淄川区人民政府办公室","正常"
"6112","3703030002","张店区人民政府网","http://www.zhangdian.gov.cn","张店区人民政府","正常"
"6113","3703040010","博山区人民政府","http://www.boshan.gov.cn/","博山区人民政府办公室","正常"
"6114","3703050010","临淄区人民政府","http://www.linzi.gov.cn/","临淄区大数据服务中心","正常"
"6115","3703060008","周村区人民政府","http://www.zhoucun.gov.cn","淄博市周村区信息中心","正常"
"6116","3703210014","桓台县人民政府门户网站","http://www.huantai.gov.cn","桓台县融媒体中心","正常"
"6117","3703220003","高青政务网","http://www.gaoqing.gov.cn/","高青县人民政府办公室","正常"
"6118","3703230004","中国沂源","http://www.yiyuan.gov.cn/","沂源县人民政府","正常"
"6119","3704000001","枣庄科技热线","http://zzst.zaozhuang.gov.cn","枣庄市科技局","正常"
"6120","3704000004","枣庄市工业和信息化局","http://gxj.zaozhuang.gov.cn/","枣庄市工业和信息化局","正常"
"6121","3704000009","枣庄市文化和旅游局网","http://swhhlyj.zaozhuang.gov.cn/","枣庄市文化和旅游局","正常"
"6122","3704000011","枣庄市生态环境局","http://sthjj.zaozhuang.gov.cn/","枣庄市生态环境局","正常"
"6123","3704000013","枣庄市发展和改革委员会","http://sfzggw.zaozhuang.gov.cn","枣庄市发展和改革委员会","正常"
"6124","3704000015","枣庄市公安局","http://gaj.zaozhuang.gov.cn/","枣庄市公安局","正常"
"6125","3704000016","枣庄市审计局","http://sjj.zaozhuang.gov.cn/","枣庄市审计局","正常"
"6126","3704000017","枣庄统计信息网","http://stjj.zaozhuang.gov.cn/","枣庄市统计数据管理中心","正常"
"6127","3704000019","枣庄市卫生健康委员会","http://wsjkw.zaozhuang.gov.cn","枣庄市卫生健康委员会","正常"
"6128","3704000022","枣庄市行政审批服务局","http://spfw.zaozhuang.gov.cn/","枣庄市行政审批服务局","正常"
"6129","3704000023","枣庄市人力资源和社会保障局","http://zzhrss.zaozhuang.gov.cn/","枣庄市人力资源和社会保障局","正常"
"6130","3704000024","枣庄交通","http://zzjt.zaozhuang.gov.cn","枣庄市交通运输局","正常"
"6131","3704000025","枣庄市农业农村局网站","http://snyncj.zaozhuang.gov.cn","枣庄市农业农村局","正常"
"6132","3704000026","枣庄市城市管理局","http://cgj.zaozhuang.gov.cn","枣庄市城市管理局","正常"
"6133","3704000027","枣庄民政网","http://smzj.zaozhuang.gov.cn","枣庄市民政局","正常"
"6134","3704000035","枣庄市住房和城乡建设局","http://szfhcxjsj.zaozhuang.gov.cn","枣庄市住房和城乡建设局","正常"
"6135","3704000036","枣庄市财政局","http://sczj.zaozhuang.gov.cn/","枣庄市财政局","正常"
"6136","3704000037","枣庄市司法行政网（枣庄市司法局）","http://ssfj.zaozhuang.gov.cn/","山东省枣庄市司法局","正常"
"6137","3704000038","枣庄市人民政府","http://www.zaozhuang.gov.cn","枣庄市人民政府办公室","正常"
"6138","3704000041","枣庄市自然资源和规划局","http://szrzyhghj.zaozhuang.gov.cn/","枣庄市自然资源和规划局","正常"
"6139","3704000043","枣庄市商务局","http://commerce.zaozhuang.gov.cn","枣庄市商务局","正常"
"6140","3704000044","枣庄市人民政府国有资产监督管理委员会","http://sgzw.zaozhuang.gov.cn","枣庄市人民政府国有资产监督管理委员会","正常"
"6141","3704000045","枣庄市供销合作社联合社","http://sgxs.zaozhuang.gov.cn","枣庄市供销合作社联合社","正常"
"6142","3704000047","山东省枣庄市应急管理局","http://syjj.zaozhuang.gov.cn","山东省枣庄市应急管理局","正常"
"6143","3704000048","枣庄市体育局","http://styj.zaozhuang.gov.cn/","枣庄市体育局","正常"
"6144","3704000049","枣庄台儿庄古城管理委员会","http://tezgcgwh.zaozhuang.gov.cn/","枣庄台儿庄古城管理委员会","正常"
"6145","3704000050","枣庄市林业和绿化局","http://slyhlhj.zaozhuang.gov.cn/","枣庄市林业和绿化局","正常"
"6146","3704000052","枣庄市教育局","http://edu.zaozhuang.gov.cn/","枣庄市教育局","正常"
"6147","3704000053","枣庄市市场监督管理局官网","http://scjg.zaozhuang.gov.cn","枣庄市市场监督管理局","正常"
"6148","3704000056","枣庄市人民防空办公室","http://srfb.zaozhuang.gov.cn","枣庄市人民防空办公室","正常"
"6149","3704000060","枣庄市城乡水务局","http://scxswj.zaozhuang.gov.cn/","枣庄市城乡水务局","正常"
"6150","3704000061","山东政务服务网（枣庄市）","http://zzzwfw.sd.gov.cn/","枣庄市政务服务中心管理办公室","正常"
"6151","3704000062","枣庄市医疗保障局","http://zzsybj.zaozhuang.gov.cn","枣庄市医疗保障局","正常"
"6152","3704000063","枣庄市信访局","http://zzxf.zaozhuang.gov.cn/","枣庄市人民政府办公室","正常"
"6153","3704000065","枣庄市地方金融监督管理局","http://sdfjrjgj.zaozhuang.gov.cn/","枣庄市人民政府办公室","正常"
"6154","3704000066","枣庄市能源局","http://nyj.zaozhuang.gov.cn","枣庄市人民政府办公室","正常"
"6155","3704000067","枣庄市退役军人事务局","http://tyjr.zaozhuang.gov.cn","枣庄市人民政府办公室","正常"
"6156","3704000068","信用中国（山东枣庄）","http://credit.zaozhuang.gov.cn/","枣庄市发展和改革委员会","正常"
"6157","3704020008","枣庄市市中区人民政府","http://www.zzszq.gov.cn","枣庄市市中区人民政府办公室","正常"
"6158","3704030010","枣庄市薛城区人民政府网","http://xxgk.xuecheng.gov.cn/","枣庄市薛城区人民政府办公室","正常"
"6159","3704040018","中国峄城网","http://www.ycq.gov.cn","峄城区人民政府","正常"
"6160","3704050008","台儿庄区人民政府","http://www.tez.gov.cn","枣庄市台儿庄区人民政府办公室","正常"
"6161","3704060004","山亭政府网","http://www.shanting.gov.cn","山亭区政府办公室","正常"
"6162","3704810032","中国滕州网","http://www.tengzhou.gov.cn","中共滕州市委、滕州市人民政府","正常"
"6163","3704900002","枣庄高新技术产业开发区","http://www.zzctp.gov.cn/","枣庄高新区党政办公室","正常"
"6164","3705000001","东营市生态环境局","http://sthj.dongying.gov.cn","东营市生态环境局","正常"
"6165","3705000003","东营水务信息网","http://dysw.dongying.gov.cn","东营市水务局","正常"
"6166","3705000005","东营农业农村局","http://dyny.dongying.gov.cn","东营市农业农村局","正常"
"6167","3705000006","东营市教育局","http://dyjy.dongying.gov.cn/","东营市教育局","正常"
"6168","3705000009","东营市司法行政网","http://dyssfj.dongying.gov.cn","东营市司法局","正常"
"6169","3705000010","东营市现代农业示范区","http://dyxmsfq.dongying.gov.cn/","东营市现代农业示范区管理中心","正常"
"6170","3705000013","东营市卫生健康委员会","http://dywsjk.dongying.gov.cn","东营市卫生健康委员会","正常"
"6171","3705000016","东营港--东营港经济开发区","http://www.dypedz.gov.cn","东营港经济开发区管理委员会党政办公室","正常"
"6172","3705000018","东营市地方金融监督管理局门户网站","http://jrb.dongying.gov.cn/","东营市地方金融监督管理局","正常"
"6173","3705000020","东营市供销合作社联合社","http://dycoop.dongying.gov.cn/","东营市供销社","正常"
"6174","3705000021","东营统计信息网","http://dystjj.dongying.gov.cn","东营市统计局","正常"
"6175","3705000022","海上东营","http://hsdy.dongying.gov.cn/","东营市海洋发展和渔业局","正常"
"6176","3705000023","东营市行政审批服务局","http://shenpi.dongying.gov.cn","东营市行政审批服务局","正常"
"6177","3705000024","东营市工业和信息化局","http://gxj.dongying.gov.cn/index.html","东营市工业和信息化局","正常"
"6178","3705000025","东营市投资促进局网站","http://mpbdy.dongying.gov.cn/","东营市投资促进局","正常"
